"GOOGLE_REVIEWS ID","Business Rating","Business Reviews","Source URL","Business Name","Reviewer Name","Local Guide","Review Text","Review Rating","Review Date","Reviewer URL","Like","Review Photo","Scraped Time"
81,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","sean  sprayson",,"Ordered the chicken souvlaki dinner, very wilted salad, chicken lacked flavour and the rice was very bland. The price is too high for what you get as well.","2 stars","a year ago","https://www.google.com/maps/contrib/102201906929367951598/reviews?hl=en-CA","Like","","2019-07-25 12:46:10 PM"
82,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","kdeua17",,"Delicious food, excellent service, huge portions, good prices, beautiful decor. Small restaurant with huge customer service, can't get better than this!","5 stars","2 years ago","https://www.google.com/maps/contrib/113126057244852965107/reviews?hl=en-CA","Like","","2019-07-25 12:46:18 PM"
83,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Bill  Colvin","Local Guide","Great Food.","5 stars","8 months ago","https://www.google.com/maps/contrib/100483490612577681642/reviews?hl=en-CA","Like","","2019-07-25 12:46:56 PM"
84,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Roger  Ayoub","Local Guide","Small and neat mediterranean restaurant. Service is great and food was tasty. Average dish price and portions.","4 stars","2 years ago","https://www.google.com/maps/contrib/111443847332499146952/reviews?hl=en-CA","Like","","2019-07-25 12:47:10 PM"
85,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Kristy  Joe",,"I did breakfast takeout on Saturday and was very disappointed. I’m not sure about their greek menu but would not recommend for breakfast. It was cold, tasteless and the ingredients were not fresh.","2 stars","a year ago","https://www.google.com/maps/contrib/115535766538484970401/reviews?hl=en-CA","Like","","2019-07-25 12:47:17 PM"
86,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Tahmina  akhter",,"Food , service & decor everything fantastic .Best Greek food I had in my life...😊 I recommend this place.","5 stars","2 years ago","https://www.google.com/maps/contrib/111059560652795112732/reviews?hl=en-CA","Like","","2019-07-25 12:47:31 PM"
87,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Rae  Struthers","Local Guide","Excellent Moussaka! Prompt Service.","4 stars","2 years ago","https://www.google.com/maps/contrib/112585267421031397247/reviews?hl=en-CA","Like","","2019-07-25 12:47:39 PM"
88,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Mark  Moretti",,"Excellent food and service. One of Guelph's best restaurants.","5 stars","2 years ago","https://www.google.com/maps/contrib/113112226860576330285/reviews?hl=en-CA","Like 1","","2019-07-25 12:47:52 PM"
89,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Uli  Walle",,"Good service , no Greek atmosphere, terrible music, rod house style food with no personal touch could have been pre made ,
 mabye the owner was on vacation but I did not see any plate looking like in the photo","2 stars","2 years ago","https://www.google.com/maps/contrib/112386904172850052235/reviews?hl=en-CA","Like","","2019-07-25 12:48:12 PM"
90,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Susan  Zografos","Local Guide","Great Greek coffee","5 stars","11 months ago","https://www.google.com/maps/contrib/101332252319395418823/reviews?hl=en-CA","Like","","2019-07-25 12:48:26 PM"
91,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Claire  Hadden","Local Guide","Fabulous food. Wonderful service.","5 stars","2 years ago","https://www.google.com/maps/contrib/116446876913757643208/reviews?hl=en-CA","Like","","2019-07-25 12:48:34 PM"
92,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","David  Churchill","Local Guide","Nice dinner.  Good for the family!","4 stars","2 years ago","https://www.google.com/maps/contrib/114872520464511484483/reviews?hl=en-CA","Like","","2019-07-25 12:48:41 PM"
93,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","John  Blok",,"Awesome","5 stars","5 months ago","https://www.google.com/maps/contrib/117353795396755475427/reviews?hl=en-CA","Like","","2019-07-25 12:48:49 PM"
94,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Jessica  Baker",,"Cute little restaurant with awesome food.","4 stars","2 years ago","https://www.google.com/maps/contrib/100188652870078595280/reviews?hl=en-CA","Like","","2019-07-25 12:48:56 PM"
95,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Colin  McGee","Local Guide","Fresh, awesome food,  presentation perfect....green tea was great!","5 stars","3 years ago","https://www.google.com/maps/contrib/104690288605601746749/reviews?hl=en-CA","Like","","2019-07-25 12:49:04 PM"
96,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Vic  Paneghel","Local Guide","Absolutely love their Souvlaki","5 stars","2 years ago","https://www.google.com/maps/contrib/107775970110737905029/reviews?hl=en-CA","Like","","2019-07-25 12:49:11 PM"
97,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","WJ  Low","Local Guide","Good price","5 stars","3 years ago","https://www.google.com/maps/contrib/110124005075459545614/reviews?hl=en-CA","Like","","2019-07-25 12:49:19 PM"
98,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","bahareh  zahedi",,"Amazzzzzing","5 stars","6 years ago","https://www.google.com/maps/contrib/100451598260714840117/reviews?hl=en-CA","Like","","2019-07-25 12:49:27 PM"
99,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Christopher  Williams",,"","4 stars","2 weeks ago","https://www.google.com/maps/contrib/109887060830587440214/reviews?hl=en-CA",,"","2019-07-25 12:49:34 PM"
100,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Richard  Chen",,"","5 stars","3 weeks ago","https://www.google.com/maps/contrib/100017436658369929957/reviews?hl=en-CA",,"","2019-07-25 12:49:42 PM"
101,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Dean  Blanchard","Local Guide","","3 stars","a month ago","https://www.google.com/maps/contrib/106739299621168906829/reviews?hl=en-CA",,"","2019-07-25 12:49:50 PM"
102,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Kyle  Marr",,"","5 stars","a month ago","https://www.google.com/maps/contrib/113043030041948455616/reviews?hl=en-CA",,"","2019-07-25 12:49:58 PM"
103,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Nadia  Comeau",,"","5 stars","a month ago","https://www.google.com/maps/contrib/103246730418588136657/reviews?hl=en-CA",,"","2019-07-25 12:50:06 PM"
104,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","John  Hetherington","Local Guide","","4 stars","2 months ago","https://www.google.com/maps/contrib/109218254695888209684/reviews?hl=en-CA",,"","2019-07-25 12:50:13 PM"
105,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Rihan  Kabir",,"","5 stars","2 months ago","https://www.google.com/maps/contrib/109705631079837431766/reviews?hl=en-CA",,"","2019-07-25 12:50:21 PM"
106,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","chris  sutter",,"","5 stars","3 months ago","https://www.google.com/maps/contrib/108677883574579384729/reviews?hl=en-CA",,"","2019-07-25 12:50:28 PM"
107,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Vpa  Rmi","Local Guide","","4 stars","3 months ago","https://www.google.com/maps/contrib/108921355845028291001/reviews?hl=en-CA",,"","2019-07-25 12:50:36 PM"
108,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Ovite  Lekamge",,"","4 stars","4 months ago","https://www.google.com/maps/contrib/108588490566104478801/reviews?hl=en-CA",,"","2019-07-25 12:50:44 PM"
109,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Saiful  I.","Local Guide","","5 stars","4 months ago","https://www.google.com/maps/contrib/111798220194120947157/reviews?hl=en-CA",,"","2019-07-25 12:50:51 PM"
110,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","sarah  gibson",,"","5 stars","4 months ago","https://www.google.com/maps/contrib/115193642869438440615/reviews?hl=en-CA",,"","2019-07-25 12:50:59 PM"
111,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Eva  Toth  Pal",,"","5 stars","4 months ago","https://www.google.com/maps/contrib/107156567877707213253/reviews?hl=en-CA",,"","2019-07-25 12:51:07 PM"
112,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Mahmoud","Local Guide","","4 stars","5 months ago","https://www.google.com/maps/contrib/108143373252850350037/reviews?hl=en-CA",,"","2019-07-25 12:51:21 PM"
113,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","CJ  Lopez","Local Guide","","5 stars","5 months ago","https://www.google.com/maps/contrib/105443390051144854741/reviews?hl=en-CA",,"","2019-07-25 12:51:29 PM"
114,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Rhys  Q",,"","4 stars","5 months ago","https://www.google.com/maps/contrib/115830121929813213278/reviews?hl=en-CA",,"","2019-07-25 12:51:37 PM"
115,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Susy  Cannon",,"","1 star","6 months ago","https://www.google.com/maps/contrib/107656040839523325015/reviews?hl=en-CA",,"","2019-07-25 12:51:45 PM"
116,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Jaya  Mehra","Local Guide","","4 stars","6 months ago","https://www.google.com/maps/contrib/117146442730414245778/reviews?hl=en-CA",,"","2019-07-25 12:51:53 PM"
117,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Ben  Russell","Local Guide","","4 stars","6 months ago","https://www.google.com/maps/contrib/102150946305857655578/reviews?hl=en-CA",,"","2019-07-25 12:52:00 PM"
118,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Irene  Panagiotarakos",,"","5 stars","6 months ago","https://www.google.com/maps/contrib/101401621702662907808/reviews?hl=en-CA",,"","2019-07-25 12:52:14 PM"
119,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Alex  Mai","Local Guide","","5 stars","6 months ago","https://www.google.com/maps/contrib/113037407349767370505/reviews?hl=en-CA",,"","2019-07-25 12:52:22 PM"
120,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Kimberly  Stahl","Local Guide","","2 stars","7 months ago","https://www.google.com/maps/contrib/101303494851611649932/reviews?hl=en-CA",,"","2019-07-25 12:52:29 PM"
121,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","organic  north",,"","4 stars","7 months ago","https://www.google.com/maps/contrib/117309112370109477917/reviews?hl=en-CA",,"","2019-07-25 12:52:37 PM"
122,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Spence  Gill",,"","5 stars","8 months ago","https://www.google.com/maps/contrib/115151686932093919004/reviews?hl=en-CA",,"","2019-07-25 12:52:45 PM"
123,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Matt  Grant","Local Guide","","3 stars","8 months ago","https://www.google.com/maps/contrib/109143056317259193942/reviews?hl=en-CA",,"","2019-07-25 12:52:53 PM"
124,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Holly  Ziedins",,"","5 stars","9 months ago","https://www.google.com/maps/contrib/118195695025252148015/reviews?hl=en-CA",,"","2019-07-25 12:53:00 PM"
125,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Lindsay  Mackey","Local Guide","","1 star","10 months ago","https://www.google.com/maps/contrib/112560048967805249608/reviews?hl=en-CA",,"","2019-07-25 12:53:08 PM"
126,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Kevin  Radbourne",,"","5 stars","10 months ago","https://www.google.com/maps/contrib/101737350306104215754/reviews?hl=en-CA",,"","2019-07-25 12:53:22 PM"
127,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Jason  Bavington",,"","5 stars","10 months ago","https://www.google.com/maps/contrib/106562698447336398907/reviews?hl=en-CA",,"","2019-07-25 12:53:30 PM"
128,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","PatandTim  lake",,"","5 stars","11 months ago","https://www.google.com/maps/contrib/104967700541658711867/reviews?hl=en-CA",,"","2019-07-25 12:53:37 PM"
129,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Caitlyn  Bierd",,"","5 stars","a year ago","https://www.google.com/maps/contrib/104313699812991025516/reviews?hl=en-CA",,"","2019-07-25 12:53:45 PM"
130,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Askin  Asmakaya",,"","5 stars","a year ago","https://www.google.com/maps/contrib/101552467079139007376/reviews?hl=en-CA",,"","2019-07-25 12:53:52 PM"
131,"4.5","141 reviews","https://www.google.com/maps/place/Cusina+Mediterranean+Bistro/@43.513612,-80.2204567,17z/data=!4m13!1m5!8m4!1e1!2s105614394805478414264!3m1!1e1!3m6!1s0x882b84c55d4aa263:0xb3f7e8398f2d4fae!8m2!3d43.513612!4d-80.218268!9m1!1b1?hl=en-IN","Cusina Mediterranean Bistro","Jen  Knee",,"","5 stars","a year ago","https://www.google.com/maps/contrib/106130896310441805666/reviews?hl=en-CA",,"","2019-07-25 12:54:00 PM"
